place,1st_humidity,2nd_humidity,3rd_humidity,4th_humidity,5th_humidity,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,Fenophase,sugar_percent,acid_percent,fenols_percent,Alkans_percent,latitude,longitude,EVI,Previous_stage_success,temperature_forecast-1 day,temperature_forecast-2 day,temperature_forecast-3 day,temperature_forecast-4 day,temperature_forecast-5 day,is_rain_1 day,is_rain_2 day,is_rain_3 day,is_rain_4 day,is_rain_5 day,density,output
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8253644373438348,0.72,25,23,28,29,27,0,1,1,1,0,6233,42.0
8,80,80,80.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8152646866746037,0.78,23,23,28,29,27,0,1,1,1,0,6233,40.0
1,80,80,82.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5560493979192532,0.88,25,23,28,29,27,0,1,1,1,0,6000,24.0
2,80,80,82.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.9406293943802994,0.72,25,23,28,29,27,0,1,1,1,0,6033,75.0
5,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.825422863474797,0.88,25,23,28,29,27,0,1,1,1,0,6133,64.0
10,80,80,79.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8364463110157911,0.84,25,23,28,29,27,0,1,1,1,0,6300,77.0
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8450070258927388,0.72,25,23,28,33,27,0,1,1,1,0,6233,40.0
4,80,80,76.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7832960862387786,0.79,25,23,28,29,27,0,1,1,1,0,6100,32.0
4,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7920892419174376,0.79,25,23,28,29,27,0,1,1,1,0,6100,33.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8655348480220562,0.74,25,23,24,29,27,0,1,1,1,0,6267,50.0
3,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8140286324908889,0.55,25,23,28,29,27,0,1,1,1,0,6067,51.0
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8858844792556569,0.91,25,23,28,29,27,0,1,1,1,0,6267,55.0
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9090532865038169,0.88,25,23,28,29,27,0,1,1,1,0,6000,59.0
1,80,80,84.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9194461353255271,0.88,25,23,28,29,27,0,1,1,1,0,6000,59.0
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8628050073081287,0.74,25,23,24,29,27,0,1,1,1,0,6267,51.0
5,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.7909257801230959,0.88,25,23,28,29,27,0,1,1,1,0,6133,64.0
9,80,75,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7530517342229749,0.91,25,23,28,29,27,0,1,1,1,0,6267,49.0
1,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8604392796868743,0.55,25,23,28,29,27,0,1,1,1,0,6000,28.0
9,80,80,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8677696465789235,0.91,25,23,28,29,27,0,1,1,1,0,6267,57.0
8,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8550071403991508,0.72,25,23,28,33,27,0,1,1,1,0,6233,41.0
9,80,75,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9130876253076108,0.91,25,23,28,29,27,0,1,1,1,0,6267,62.0
9,80,75,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7638403137042682,0.91,25,23,28,29,27,0,1,1,1,0,6267,48.0
1,80,80,76.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8368524456812051,0.66,25,23,28,29,27,0,1,1,1,0,6000,27.0
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.911500048000525,0.88,25,23,28,29,27,0,1,1,1,0,6000,60.0
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8389549022453032,0.72,25,23,28,29,27,0,1,1,1,0,6233,40.0
2,80,80,84.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.9611015552359807,0.72,25,23,28,29,27,0,1,1,1,0,6033,74.0
4,80,80,82.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8430924692941048,0.79,25,23,28,29,27,0,1,1,1,0,6100,33.0
7,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.7850965209641653,0.8,25,23,28,29,27,0,1,1,1,0,6200,84.0
8,80,80,78.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.7993256154157307,0.78,23,23,28,29,27,0,1,1,1,0,6233,41.0
9,80,75,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7852241556816035,0.91,25,23,28,29,27,0,1,1,1,0,6267,53.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.868041924200924,0.74,25,23,24,29,27,0,1,1,1,0,6267,56.0
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9160255664334882,0.91,25,23,28,29,27,0,1,1,1,0,6267,56.0
9,80,80,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8650694298634088,0.91,25,23,28,29,27,0,1,1,1,0,6267,58.0
9,80,80,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8414459417478818,0.74,25,23,24,29,27,0,1,1,1,0,6267,50.0
4,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8229001711768954,0.79,25,23,28,29,27,0,1,1,1,0,6100,34.0
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.916012519826783,0.91,25,23,28,29,27,0,1,1,1,0,6267,59.0
1,80,80,82.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5535784590008047,0.88,25,23,28,29,27,0,1,1,1,0,6000,24.0
1,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8476129481269087,0.55,25,23,28,29,27,0,1,1,1,0,6000,28.0
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9111996606218669,0.91,25,23,28,29,27,0,1,1,1,0,6267,58.0
1,80,80,78.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8531113927099886,0.66,25,23,28,29,27,0,1,1,1,0,6000,31.0
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8729808468802053,0.91,25,23,28,29,27,0,1,1,1,0,6267,59.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9018551172595105,0.91,25,23,28,29,27,0,1,1,1,0,6267,57.0
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8793636349761043,0.91,25,23,28,29,27,0,1,1,1,0,6267,54.0
1,80,80,78.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5249762268223852,0.88,25,23,28,29,27,0,1,1,1,0,6000,23.0
1,80,80,79.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5301479473129531,0.88,25,23,28,29,27,0,1,1,1,0,6000,24.0
8,80,80,78.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8002698488609421,0.78,23,23,28,29,27,0,1,1,1,0,6233,39.0
1,80,80,77.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8437080341717232,0.66,25,23,28,29,27,0,1,1,1,0,6000,29.0
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8439126295476538,0.88,25,23,28,29,27,0,1,1,1,0,6000,57.0
1,80,80,78.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8530059485406067,0.88,25,23,28,29,27,0,1,1,1,0,6000,56.0
8,80,80,76.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7831458534126822,0.72,25,23,28,29,27,0,1,1,1,0,6233,37.0
1,80,80,81.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5468286790625541,0.88,25,23,28,29,27,0,1,1,1,0,6000,23.0
10,80,80,78.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8319227709032566,0.84,25,23,28,29,27,0,1,1,1,0,6300,71.0
4,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8019391693570638,0.79,25,23,28,29,27,0,1,1,1,0,6100,33.0
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8062238601274967,0.72,25,23,28,33,27,0,1,1,1,0,6233,42.0
1,80,80,81.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6707445540978417,0.55,25,23,28,29,27,0,1,1,1,0,6000,34.0
3,80,80,83.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8815038799260967,0.55,25,23,28,29,27,0,1,1,1,0,6067,48.0
9,80,80,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9335769108625631,0.91,25,23,28,29,27,0,1,1,1,0,6267,61.0
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8386573968784576,0.72,25,23,28,33,27,0,1,1,1,0,6233,44.0
1,80,80,80.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8786264243328747,0.66,25,23,28,29,27,0,1,1,1,0,6000,32.0
9,80,80,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8970548890131324,0.74,25,23,24,29,27,0,1,1,1,0,6267,57.0
1,80,80,80.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5428491678738135,0.88,25,23,28,29,27,0,1,1,1,0,6000,24.0
8,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7967325433112953,0.72,25,23,28,33,27,0,1,1,1,0,6233,40.0
8,80,80,78.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.796104246154766,0.78,23,23,28,29,27,0,1,1,1,0,6233,37.0
3,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.832693320584399,0.55,25,23,28,29,27,0,1,1,1,0,6067,48.0
8,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8536858190195247,0.72,25,23,28,29,27,0,1,1,1,0,6233,42.0
8,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8238880169111376,0.72,25,23,28,29,27,0,1,1,1,0,6233,42.0
1,80,80,82.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9005836731761646,0.88,25,23,28,29,27,0,1,1,1,0,6000,63.0
9,80,75,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7581850245058741,0.91,25,23,28,29,27,0,1,1,1,0,6267,55.0
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8124326931945485,0.72,25,23,28,33,27,0,1,1,1,0,6233,41.0
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7892963774482545,0.72,25,23,28,29,27,0,1,1,1,0,6233,39.0
1,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.851073956288307,0.55,25,23,28,29,27,0,1,1,1,0,6000,28.0
9,80,80,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9088073768247008,0.74,25,23,24,29,27,0,1,1,1,0,6267,55.0
1,80,80,81.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6655993496914662,0.55,25,23,28,29,27,0,1,1,1,0,6000,32.0
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8066776622024732,0.72,25,23,28,29,27,0,1,1,1,0,6233,37.0
1,80,80,82.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.9066509063916082,0.55,25,23,28,29,27,0,1,1,1,0,6000,30.0
8,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7992146322623145,0.72,25,23,28,29,27,0,1,1,1,0,6233,37.0
9,80,80,84.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.921890877476818,0.74,25,23,24,29,27,0,1,1,1,0,6267,60.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8958784023049016,0.91,25,23,28,29,27,0,1,1,1,0,6267,59.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.865683363965308,0.74,25,23,24,29,27,0,1,1,1,0,6267,55.0
9,80,75,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7555172167263263,0.91,25,23,28,29,27,0,1,1,1,0,6267,51.0
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8467458134013374,0.88,25,23,28,29,27,0,1,1,1,0,6000,53.0
9,80,75,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.903446891849209,0.91,25,23,28,29,27,0,1,1,1,0,6267,59.0
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9234775581426052,0.91,25,23,28,29,27,0,1,1,1,0,6267,58.0
10,80,80,83.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.9233855059656662,0.89,25,23,28,29,27,0,1,1,1,0,6300,76.0
9,80,75,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9673089279655374,0.91,25,23,28,29,27,0,1,1,1,0,6267,65.0
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8484174682738789,0.88,25,23,28,29,27,0,1,1,1,0,6000,53.0
3,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8538744803523257,0.55,25,23,28,29,27,0,1,1,1,0,6067,49.0
10,80,80,77.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8548976475919209,0.89,25,23,28,29,27,0,1,1,1,0,6300,75.0
2,80,80,76.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.8781671072124031,0.72,25,23,28,29,27,0,1,1,1,0,6033,68.0
1,80,80,81.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8937619556258595,0.55,25,23,28,29,27,0,1,1,1,0,6000,30.0
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9131988623649119,0.91,25,23,28,29,27,0,1,1,1,0,6267,59.0
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7857259421873405,0.72,25,23,28,29,27,0,1,1,1,0,6233,37.0
8,80,80,76.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.781865018205291,0.72,25,23,28,29,27,0,1,1,1,0,6233,40.0
9,80,80,84.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9230985643800215,0.74,25,23,24,29,27,0,1,1,1,0,6267,58.0
9,80,80,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8672319412255655,0.91,25,23,28,29,27,0,1,1,1,0,6267,56.0
1,80,80,80.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5370045256647087,0.88,25,23,28,29,27,0,1,1,1,0,6000,25.0
1,80,80,80.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8804064741654771,0.88,25,23,28,29,27,0,1,1,1,0,6000,59.0
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7886169721196364,0.72,25,23,28,29,27,0,1,1,1,0,6233,40.0
4,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7928630658320567,0.79,25,23,28,29,27,0,1,1,1,0,6100,34.0
1,80,80,79.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.866958840564111,0.66,25,23,28,29,27,0,1,1,1,0,6000,28.0
1,80,80,82.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.9030274771068023,0.66,25,23,28,29,27,0,1,1,1,0,6000,31.0
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7705453466526406,0.91,25,23,28,29,27,0,1,1,1,0,6267,56.0
9,80,75,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.780618444340578,0.91,25,23,28,29,27,0,1,1,1,0,6267,51.0
1,80,80,84.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.9226953608479794,0.55,25,23,28,29,27,0,1,1,1,0,6000,31.0
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8419764456956832,0.72,25,23,28,29,27,0,1,1,1,0,6233,44.0
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8146176428475798,0.72,25,23,28,29,27,0,1,1,1,0,6233,40.0
8,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8156082375873169,0.72,25,23,28,29,27,0,1,1,1,0,6233,38.0
1,80,80,81.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8904519427796085,0.55,25,23,28,29,27,0,1,1,1,0,6000,30.0
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8945521383408636,0.74,25,23,24,29,27,0,1,1,1,0,6267,53.0
8,80,80,80.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.820058295918607,0.78,23,23,28,29,27,0,1,1,1,0,6233,40.0
1,80,80,81.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8927477876077182,0.88,25,23,28,29,27,0,1,1,1,0,6000,59.0
9,80,80,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8380708595084407,0.74,25,23,24,29,27,0,1,1,1,0,6267,50.0
3,80,80,79.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8440179434312317,0.55,25,23,28,29,27,0,1,1,1,0,6067,48.0
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8898833649226864,0.91,25,23,28,29,27,0,1,1,1,0,6267,58.0
9,80,75,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9051423978528523,0.91,25,23,28,29,27,0,1,1,1,0,6267,65.0
1,80,80,77.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6335700698453791,0.55,25,23,28,29,27,0,1,1,1,0,6000,31.0
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8284617575804026,0.72,25,23,28,33,27,0,1,1,1,0,6233,39.0
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9422184514323454,0.91,25,23,28,29,27,0,1,1,1,0,6267,59.0
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8583154022956805,0.74,25,23,24,29,27,0,1,1,1,0,6267,51.0
1,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8774436051719813,0.55,25,23,28,29,27,0,1,1,1,0,6000,27.0
8,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8193630498449573,0.72,25,23,28,29,27,0,1,1,1,0,6233,42.0
1,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8531607902785981,0.55,25,23,28,29,27,0,1,1,1,0,6000,27.0
10,80,80,81.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.903536282507467,0.89,25,23,28,29,27,0,1,1,1,0,6300,76.0
6,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.8224735485108874,0.6,25,23,28,29,27,0,1,1,1,0,6167,28.0
10,80,80,82.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.9159402551391671,0.89,25,23,28,29,27,0,1,1,1,0,6300,76.0
1,80,80,81.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5455333708579866,0.88,25,23,28,29,27,0,1,1,1,0,6000,23.0
8,80,80,80.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8209543637665591,0.78,23,23,28,29,27,0,1,1,1,0,6233,40.0
1,80,80,76.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8413686285844747,0.55,25,23,28,29,27,0,1,1,1,0,6000,29.0
8,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8026021665058316,0.72,25,23,28,29,27,0,1,1,1,0,6233,38.0
9,80,75,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7386819014019191,0.91,25,23,28,29,27,0,1,1,1,0,6267,49.0
1,80,80,84.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6906123286179793,0.55,25,23,28,29,27,0,1,1,1,0,6000,35.0
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8478870528678669,0.88,25,23,28,29,27,0,1,1,1,0,6000,58.0
1,80,80,77.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6370171770501728,0.55,25,23,28,29,27,0,1,1,1,0,6000,33.0
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9142827424130833,0.88,25,23,28,29,27,0,1,1,1,0,6000,61.0
6,80,80,84.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.8355142626781167,0.6,25,23,28,29,27,0,1,1,1,0,6167,27.0
10,80,80,82.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8725954683349674,0.84,25,23,28,29,27,0,1,1,1,0,6300,82.0
8,80,80,76.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7794432037411588,0.72,25,23,28,29,27,0,1,1,1,0,6233,34.0
9,80,80,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8361184718441775,0.74,25,23,24,29,27,0,1,1,1,0,6267,48.0
9,80,75,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9285414723600203,0.91,25,23,28,29,27,0,1,1,1,0,6267,60.0
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8775489786709912,0.91,25,23,28,29,27,0,1,1,1,0,6267,54.0
1,80,80,76.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8376179805093406,0.55,25,23,28,29,27,0,1,1,1,0,6000,30.0
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.90673006873581,0.91,25,23,28,29,27,0,1,1,1,0,6267,58.0
1,80,80,84.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9189894469718135,0.88,25,23,28,29,27,0,1,1,1,0,6000,62.0
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8055532051419994,0.72,25,23,28,29,27,0,1,1,1,0,6233,37.0
4,80,80,81.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8332135356311531,0.79,25,23,28,29,27,0,1,1,1,0,6100,38.0
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8324832989568601,0.72,25,23,28,29,27,0,1,1,1,0,6233,43.0
8,80,80,78.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.7995885685005437,0.78,23,23,28,29,27,0,1,1,1,0,6233,39.0
8,80,80,81.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8323348704035568,0.78,23,23,28,29,27,0,1,1,1,0,6233,41.0
