place,humidity_1,humidity_2,humidity_3,humidity_4,humidity_5,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,fenophase,sugar_percent,acid_percent,fenols_percent,alkans_percent,latitude,longitude,evi,previous_stage_success,temperature_forecast_1,temperature_forecast_2,temperature_forecast_3,temperature_forecast_4,temperature_forecast_5,rain_1,rain_2,rain_3,rain_4, rain_5,density,output
7,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.8293095180951753,0.8,25,23,28,29,27,0,1,1,1,0,6200,33.92629846752987
3,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8490528461478833,0.55,25,23,28,29,27,0,1,1,1,0,6067,28.967685339163083
1,80,80,82.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6779333325598692,0.55,25,23,28,29,27,0,1,1,1,0,6000,24.65212118399524
5,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.8054184897987234,0.88,25,23,28,29,27,0,1,1,1,0,6133,34.35005904865482
9,80,80,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8663629136805658,0.91,25,23,28,29,27,0,1,1,1,0,6267,29.426912152986244
8,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7958439549724831,0.72,25,23,28,29,27,0,1,1,1,0,6233,14.116965941862185
8,80,80,77.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.7856908354662111,0.78,23,23,28,29,27,0,1,1,1,0,6233,13.936866261041397
1,80,80,82.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5554374233144833,0.88,25,23,28,29,27,0,1,1,1,0,6000,41.14351283810987
2,80,80,80.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.9162334581859347,0.72,25,23,28,29,27,0,1,1,1,0,6033,42.55234440191591
5,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.8348921273505111,0.88,25,23,28,29,27,0,1,1,1,0,6133,35.60707164906776
10,80,80,84.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8878017119579393,0.84,25,23,28,29,27,0,1,1,1,0,6300,52.2236301151729
8,80,80,84.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8608424403837814,0.72,25,23,28,33,27,0,1,1,1,0,6233,19.946349228404692
4,80,80,81.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8287747910310647,0.79,25,23,28,29,27,0,1,1,1,0,6100,25.267524116800754
4,80,80,76.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7826930983525691,0.79,25,23,28,29,27,0,1,1,1,0,6100,23.86259446196857
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8755541431567103,0.74,25,23,24,29,27,0,1,1,1,0,6267,27.13494245320386
3,80,80,79.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8439452654366922,0.55,25,23,28,29,27,0,1,1,1,0,6067,28.793426703134205
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9064512508186169,0.91,25,23,28,29,27,0,1,1,1,0,6267,30.788553973859106
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8447564403160007,0.88,25,23,28,29,27,0,1,1,1,0,6000,39.35797051472276
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8438423117517488,0.88,25,23,28,29,27,0,1,1,1,0,6000,39.3153804338883
9,80,80,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9059513143010448,0.74,25,23,24,29,27,0,1,1,1,0,6267,28.07700354238778
5,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.8019480535684146,0.88,25,23,28,29,27,0,1,1,1,0,6133,34.20204942267083
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7666576244373793,0.91,25,23,28,29,27,0,1,1,1,0,6267,25.344053700409276
1,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8607475684408696,0.55,25,23,28,29,27,0,1,1,1,0,6000,5.8687334211877475
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8858038921062812,0.91,25,23,28,29,27,0,1,1,1,0,6267,30.087245086527023
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8086319521335562,0.72,25,23,28,33,27,0,1,1,1,0,6233,18.736594012850695
9,80,75,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.924957035834445,0.91,25,23,28,29,27,0,1,1,1,0,6267,35.78170351390507
9,80,75,84.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8074240343636048,0.91,25,23,28,29,27,0,1,1,1,0,6267,26.691703615325824
1,80,80,78.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8617643743566267,0.66,25,23,28,29,27,0,1,1,1,0,6000,16.15808201918675
1,80,80,78.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8610553565255714,0.88,25,23,28,29,27,0,1,1,1,0,6000,40.11735183812321
8,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8501813013686202,0.72,25,23,28,29,27,0,1,1,1,0,6233,15.080821310308073
2,80,80,76.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.8768184944920587,0.72,25,23,28,29,27,0,1,1,1,0,6033,40.72180755052048
4,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7855971574344447,0.79,25,23,28,29,27,0,1,1,1,0,6100,23.95113284861112
7,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.7983787004623701,0.8,25,23,28,29,27,0,1,1,1,0,6200,32.66094683709693
8,80,80,78.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.7968286411699795,0.78,23,23,28,29,27,0,1,1,1,0,6233,14.134432659334406
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7679278022923026,0.91,25,23,28,29,27,0,1,1,1,0,6267,25.386043050985258
9,80,80,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9124642614207484,0.74,25,23,24,29,27,0,1,1,1,0,6267,28.278851077089335
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8772194118479852,0.91,25,23,28,29,27,0,1,1,1,0,6267,29.795664338492994
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9197623649904367,0.91,25,23,28,29,27,0,1,1,1,0,6267,31.24067972994489
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8914260817918255,0.74,25,23,24,29,27,0,1,1,1,0,6267,27.626841377845857
4,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8234092442752418,0.79,25,23,28,29,27,0,1,1,1,0,6100,25.103940374245177
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8953398448178201,0.91,25,23,28,29,27,0,1,1,1,0,6267,30.41114358022565
1,80,80,82.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5512585357082322,0.88,25,23,28,29,27,0,1,1,1,0,6000,40.8339656080172
1,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8456153546480681,0.55,25,23,28,29,27,0,1,1,1,0,6000,5.765559236236828
9,80,80,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9398921738916651,0.91,25,23,28,29,27,0,1,1,1,0,6267,31.92440950281379
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.9183608502650676,0.66,25,23,28,29,27,0,1,1,1,0,6000,17.219265942470017
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9117841515165753,0.91,25,23,28,29,27,0,1,1,1,0,6267,30.969691460103448
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8722740730299164,0.91,25,23,28,29,27,0,1,1,1,0,6267,29.627690792224925
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8726005451934072,0.91,25,23,28,29,27,0,1,1,1,0,6267,29.63877975681902
1,80,80,81.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.545477950407649,0.88,25,23,28,29,27,0,1,1,1,0,6000,40.40577410427029
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5612843281404798,0.88,25,23,28,29,27,0,1,1,1,0,6000,41.5766168992948
8,80,80,77.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.7853986163421802,0.78,23,23,28,29,27,0,1,1,1,0,6233,13.931682773253709
1,80,80,81.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8885031929330833,0.66,25,23,28,29,27,0,1,1,1,0,6000,16.659434867495314
1,80,80,79.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8640090883184041,0.88,25,23,28,29,27,0,1,1,1,0,6000,40.25496888756201
1,80,80,80.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8839198769533528,0.88,25,23,28,29,27,0,1,1,1,0,6000,41.18263063078121
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8132005419146466,0.72,25,23,28,29,27,0,1,1,1,0,6233,14.4248433155591
1,80,80,78.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5243185407686787,0.88,25,23,28,29,27,0,1,1,1,0,6000,38.838410427309526
10,80,80,83.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8794431442741347,0.84,25,23,28,29,27,0,1,1,1,0,6300,51.731949663184395
4,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.799433952803664,0.79,25,23,28,29,27,0,1,1,1,0,6100,24.372986365965367
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8312775026837125,0.72,25,23,28,33,27,0,1,1,1,0,6233,19.261307989012852
1,80,80,81.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6723179881014262,0.55,25,23,28,29,27,0,1,1,1,0,6000,24.447926840051863
3,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8291262285657157,0.55,25,23,28,29,27,0,1,1,1,0,6067,28.287836033418536
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9230372606334151,0.91,25,23,28,29,27,0,1,1,1,0,6267,31.35191494658951
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8293614304492763,0.72,25,23,28,33,27,0,1,1,1,0,6233,19.21691119333689
1,80,80,80.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.876734749205835,0.66,25,23,28,29,27,0,1,1,1,0,6000,16.438776547609407
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8711461649155056,0.74,25,23,24,29,27,0,1,1,1,0,6267,26.99833155729875
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5213658601667008,0.88,25,23,28,29,27,0,1,1,1,0,6000,38.61969334568154
8,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8035270422837578,0.72,25,23,28,33,27,0,1,1,1,0,6233,18.618309516330974
8,80,80,78.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8030443294735464,0.78,23,23,28,29,27,0,1,1,1,0,6233,14.24468877114934
3,80,80,79.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8432443360950655,0.55,25,23,28,29,27,0,1,1,1,0,6067,28.769512643243413
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7893954733532959,0.72,25,23,28,29,27,0,1,1,1,0,6233,21.178902943625012
8,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8497902998088267,0.72,25,23,28,29,27,0,1,1,1,0,6233,22.79925194609047
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9130407845792152,0.88,25,23,28,29,27,0,1,1,1,0,6000,42.53940019062253
9,80,75,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8007018724683009,0.91,25,23,28,29,27,0,1,1,1,0,6267,26.469483387381896
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7845521247763559,0.72,25,23,28,33,27,0,1,1,1,0,6233,18.178646793598492
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8101600319369899,0.72,25,23,28,29,27,0,1,1,1,0,6233,21.736000856846072
1,80,80,76.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8393288987768344,0.55,25,23,28,29,27,0,1,1,1,0,6000,5.72269703711478
9,80,80,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9168739603697914,0.74,25,23,24,29,27,0,1,1,1,0,6267,28.415515300716702
1,80,80,81.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.666310550604374,0.55,25,23,28,29,27,0,1,1,1,0,6000,24.22947456743178
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.833117620020889,0.72,25,23,28,29,27,0,1,1,1,0,6233,14.77813960125741
1,80,80,81.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.887358170069643,0.55,25,23,28,29,27,0,1,1,1,0,6000,6.0501693413839295
8,80,80,76.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7801951741649528,0.72,25,23,28,29,27,0,1,1,1,0,6233,13.839382246828388
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8949039873495163,0.74,25,23,24,29,27,0,1,1,1,0,6267,27.73462770711313
9,80,80,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8691750416894884,0.91,25,23,28,29,27,0,1,1,1,0,6267,29.522428988454145
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8912604243750074,0.74,25,23,24,29,27,0,1,1,1,0,6267,27.62170736699406
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7708594226952926,0.91,25,23,28,29,27,0,1,1,1,0,6267,25.482956122158477
1,80,80,78.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8589146971244918,0.88,25,23,28,29,27,0,1,1,1,0,6000,40.01761657057291
9,80,75,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9799746462707782,0.91,25,23,28,29,27,0,1,1,1,0,6267,37.91004434316361
9,80,80,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9349339550490283,0.91,25,23,28,29,27,0,1,1,1,0,6267,31.755998473193756
10,80,80,84.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.9292175712111387,0.89,25,23,28,29,27,0,1,1,1,0,6300,50.30493490724246
9,80,75,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9313201976061697,0.91,25,23,28,29,27,0,1,1,1,0,6267,36.02786064240506
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8481145766034328,0.88,25,23,28,29,27,0,1,1,1,0,6000,39.51442913720539
3,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8168306435557924,0.55,25,23,28,29,27,0,1,1,1,0,6067,27.868339603668215
10,80,80,77.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8514253214616564,0.89,25,23,28,29,27,0,1,1,1,0,6300,46.093505656249036
2,80,80,78.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.8949984415810808,0.72,25,23,28,29,27,0,1,1,1,0,6033,41.56613315643356
1,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8624934695211005,0.55,25,23,28,29,27,0,1,1,1,0,6000,5.880637292189322
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9085927953223704,0.91,25,23,28,29,27,0,1,1,1,0,6267,30.86129374721337
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7917187389091445,0.72,25,23,28,29,27,0,1,1,1,0,6233,21.241234458538024
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8397089268748871,0.72,25,23,28,29,27,0,1,1,1,0,6233,22.528776086887216
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8609635878774412,0.74,25,23,24,29,27,0,1,1,1,0,6267,26.682755822647998
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9096477875406656,0.91,25,23,28,29,27,0,1,1,1,0,6267,30.897127648733882
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5217610487261367,0.88,25,23,28,29,27,0,1,1,1,0,6000,38.64896657230642
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9125799311349405,0.88,25,23,28,29,27,0,1,1,1,0,6000,42.51792860969609
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.834216123068351,0.72,25,23,28,29,27,0,1,1,1,0,6233,22.38140817988259
4,80,80,82.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8354067880493793,0.79,25,23,28,29,27,0,1,1,1,0,6100,25.46971914784693
1,80,80,80.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8833960762788261,0.66,25,23,28,29,27,0,1,1,1,0,6000,16.56367643022799
1,80,80,76.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8395296134004233,0.66,25,23,28,29,27,0,1,1,1,0,6000,15.741180251257937
9,80,75,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7340151417500259,0.91,25,23,28,29,27,0,1,1,1,0,6267,24.26496336363726
9,80,75,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7572132498432657,0.91,25,23,28,29,27,0,1,1,1,0,6267,25.03184297002535
1,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8836828243430791,0.55,25,23,28,29,27,0,1,1,1,0,6000,6.025110165975539
8,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8213218413678518,0.72,25,23,28,29,27,0,1,1,1,0,6233,14.568901842445221
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8389844446467624,0.72,25,23,28,29,27,0,1,1,1,0,6233,22.509338758815577
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8380768697586005,0.72,25,23,28,29,27,0,1,1,1,0,6233,22.484989188645383
1,80,80,79.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.867501616453289,0.55,25,23,28,29,27,0,1,1,1,0,6000,5.914783748545152
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8526653582599433,0.74,25,23,24,29,27,0,1,1,1,0,6267,26.42557928491562
8,80,80,78.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.7977422051307714,0.78,23,23,28,29,27,0,1,1,1,0,6233,14.150637785024728
1,80,80,79.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8699146240893243,0.88,25,23,28,29,27,0,1,1,1,0,6000,40.53011316779806
9,80,80,84.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9200134680088922,0.74,25,23,24,29,27,0,1,1,1,0,6267,28.5128140911847
3,80,80,84.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8901799459058962,0.55,25,23,28,29,27,0,1,1,1,0,6067,30.37084521325999
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9234644962222052,0.91,25,23,28,29,27,0,1,1,1,0,6267,31.366426445109852
9,80,75,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9058896676114396,0.91,25,23,28,29,27,0,1,1,1,0,6267,35.0440877219126
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6825207824644812,0.55,25,23,28,29,27,0,1,1,1,0,6000,24.818937544162953
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8254899922385729,0.72,25,23,28,33,27,0,1,1,1,0,6233,19.127207137235228
9,80,75,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9555464230934316,0.91,25,23,28,29,27,0,1,1,1,0,6267,36.965045380790436
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8831754443324096,0.74,25,23,24,29,27,0,1,1,1,0,6267,27.371139803690404
1,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8772659206051421,0.55,25,23,28,29,27,0,1,1,1,0,6000,5.981358549580514
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.811803684061829,0.72,25,23,28,29,27,0,1,1,1,0,6233,21.78009884068322
1,80,80,84.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.9187468451374771,0.55,25,23,28,29,27,0,1,1,1,0,6000,6.264183035028253
10,80,80,83.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.9202842463878613,0.89,25,23,28,29,27,0,1,1,1,0,6300,49.82131262365339
6,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.7910557177912848,0.6,25,23,28,29,27,0,1,1,1,0,6167,23.73167153373854
10,80,80,82.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.9169249630835941,0.89,25,23,28,29,27,0,1,1,1,0,6300,49.639451525465276
1,80,80,78.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5233530175100716,0.88,25,23,28,29,27,0,1,1,1,0,6000,38.76689018593123
8,80,80,76.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.7791451070783348,0.78,23,23,28,29,27,0,1,1,1,0,6233,13.82075577966
1,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8573305270952143,0.55,25,23,28,29,27,0,1,1,1,0,6000,5.845435412012824
8,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8168220973259538,0.72,25,23,28,29,27,0,1,1,1,0,6233,21.91473919654998
9,80,75,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7422747138689512,0.91,25,23,28,29,27,0,1,1,1,0,6267,24.538007070048014
1,80,80,81.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6704446002877317,0.55,25,23,28,29,27,0,1,1,1,0,6000,24.379803646826606
1,80,80,79.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8645891821525957,0.88,25,23,28,29,27,0,1,1,1,0,6000,40.281995986655026
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6829560226903187,0.55,25,23,28,29,27,0,1,1,1,0,6000,24.834764461466136
1,80,80,81.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8963085662756964,0.88,25,23,28,29,27,0,1,1,1,0,6000,41.75983092875404
6,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.7968903797420221,0.6,25,23,28,29,27,0,1,1,1,0,6167,23.90671139226066
10,80,80,82.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8751675479041744,0.84,25,23,28,29,27,0,1,1,1,0,6300,51.4804439943632
8,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8537129265591024,0.72,25,23,28,29,27,0,1,1,1,0,6233,22.904493151585676
